Latitude (decimal degrees):	38.346
Longitude (decimal degrees):	-0.489
Elevation (m):	30
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231029:1610,39.51,9.2,54.29,1.12,9.48,19.99,4.41,0.0
20231029:1710,0.0,0.0,0.0,0.0,0.0,19.13,3.52,0.0
20231029:1810,0.0,0.0,0.0,0.0,0.0,18.69,2.62,0.0
20231029:1910,0.0,0.0,0.0,0.0,0.0,18.37,1.72,0.0
20231029:2010,0.0,0.0,0.0,0.0,0.0,17.93,1.45,0.0
20231029:2110,0.0,0.0,0.0,0.0,0.0,17.73,0.9,0.0
20231029:2210,0.0,0.0,0.0,0.0,0.0,16.99,0.55,0.0
20231029:2310,0.0,0.0,0.0,0.0,0.0,16.69,1.24,0.0
20231030:0010,0.0,0.0,0.0,0.0,0.0,16.99,0.97,0.0
20231030:0110,0.0,0.0,0.0,0.0,0.0,16.92,1.86,0.0
20231030:0210,0.0,0.0,0.0,0.0,0.0,16.88,2.41,0.0
20231030:0310,0.0,0.0,0.0,0.0,0.0,16.79,2.76,0.0
20231030:0410,0.0,0.0,0.0,0.0,0.0,16.77,2.97,0.0
20231030:0510,0.0,0.0,0.0,0.0,0.0,16.65,2.41,0.0
20231030:0610,0.0,0.0,0.0,0.0,0.0,16.7,2.21,0.0
20231030:0710,30.11,10.51,40.9,0.85,7.35,16.8,2.21,0.0
20231030:0810,110.94,27.69,119.43,2.55,17.61,17.44,2.34,0.0
20231030:0910,195.44,51.51,193.7,4.23,26.51,18.85,3.45,0.0
20231030:1010,663.24,671.89,155.77,9.75,33.35,20.45,3.45,0.0
20231030:1110,727.65,754.68,162.23,10.94,37.28,21.43,3.86,0.0
20231030:1210,738.09,770.76,158.72,11.09,37.61,22.29,4.48,0.0
20231030:1310,660.57,643.38,178.88,9.82,34.29,23.24,5.38,0.0
20231030:1410,567.59,557.17,143.01,8.05,27.9,23.49,5.79,0.0
20231030:1510,39.48,0.0,63.63,1.27,19.3,23.05,5.79,0.0
20231030:1610,4.22,0.0,14.54,0.29,9.25,22.8,5.1,0.0
20231030:1710,0.0,0.0,0.0,0.0,0.0,22.08,5.1,0.0
20231030:1810,0.0,0.0,0.0,0.0,0.0,21.74,6.21,0.0
20231030:1910,0.0,0.0,0.0,0.0,0.0,21.37,5.93,0.0
20231030:2010,0.0,0.0,0.0,0.0,0.0,20.66,5.45,0.0
20231030:2110,0.0,0.0,0.0,0.0,0.0,19.9,5.38,0.0
20231030:2210,0.0,0.0,0.0,0.0,0.0,19.19,4.0,0.0
20231030:2310,0.0,0.0,0.0,0.0,0.0,18.59,4.14,0.0
20231031:0010,0.0,0.0,0.0,0.0,0.0,18.34,4.28,0.0
20231031:0110,0.0,0.0,0.0,0.0,0.0,18.04,3.93,0.0
20231031:0210,0.0,0.0,0.0,0.0,0.0,17.74,3.38,0.0
20231031:0310,0.0,0.0,0.0,0.0,0.0,17.41,2.97,0.0
20231031:0410,0.0,0.0,0.0,0.0,0.0,17.02,2.34,0.0
20231031:0510,0.0,0.0,0.0,0.0,0.0,16.5,1.93,0.0
20231031:0610,0.0,0.0,0.0,0.0,0.0,16.42,1.52,0.0
20231031:0710,42.34,21.62,45.96,0.98,7.13,16.29,1.59,0.0
20231031:0810,132.67,44.82,127.49,2.8,17.36,16.83,1.52,0.0
20231031:0910,397.9,277.95,211.09,6.31,26.24,17.45,1.24,0.0
20231031:1010,234.73,54.34,240.47,5.21,33.05,19.01,0.83,0.0
20231031:1110,168.09,7.84,208.36,4.21,36.96,19.48,1.24,0.0
20231031:1210,247.08,46.98,262.59,5.61,37.29,19.75,1.59,0.0
20231031:1310,103.47,0.0,139.99,2.79,33.98,19.79,1.86,0.0
20231031:1410,92.84,0.0,127.26,2.53,27.62,19.69,2.28,0.0
20231031:1510,42.36,0.0,66.36,1.32,19.05,19.27,2.55,0.0
20231031:1610,18.41,0.0,35.45,0.71,9.02,18.69,2.28,0.0
20231031:1710,0.0,0.0,0.0,0.0,0.0,18.41,1.59,0.0
20231031:1810,0.0,0.0,0.0,0.0,0.0,18.3,1.24,0.0
20231031:1910,0.0,0.0,0.0,0.0,0.0,18.22,0.97,0.0
20231031:2010,0.0,0.0,0.0,0.0,0.0,18.07,0.9,0.0
20231031:2110,0.0,0.0,0.0,0.0,0.0,17.94,1.31,0.0
20231031:2210,0.0,0.0,0.0,0.0,0.0,18.06,0.62,0.0
20231031:2310,0.0,0.0,0.0,0.0,0.0,17.88,1.31,0.0
20231101:0010,0.0,0.0,0.0,0.0,0.0,17.62,2.34,0.0
20231101:0110,0.0,0.0,0.0,0.0,0.0,17.52,3.24,0.0
20231101:0210,0.0,0.0,0.0,0.0,0.0,17.3,3.38,0.0
20231101:0310,0.0,0.0,0.0,0.0,0.0,16.94,3.31,0.0
20231101:0410,0.0,0.0,0.0,0.0,0.0,16.55,3.24,0.0
20231101:0510,0.0,0.0,0.0,0.0,0.0,16.19,3.17,0.0
20231101:0610,0.0,0.0,0.0,0.0,0.0,15.85,2.9,0.0
20231101:0710,116.35,108.44,53.77,1.41,6.91,16.05,3.31,0.0
20231101:0810,362.32,338.21,104.32,4.59,17.12,17.74,3.66,0.0
20231101:0910,536.82,518.04,135.8,7.36,25.97,19.31,4.21,0.0
20231101:1010,664.11,673.92,146.47,9.53,32.75,20.83,4.69,0.0
20231101:1110,382.66,173.48,295.0,7.23,36.64,21.73,5.45,0.0
20231101:1210,168.93,7.87,209.28,4.23,36.97,22.1,6.21,0.0
20231101:1310,485.89,328.05,265.55,7.96,33.67,22.21,6.07,0.0
20231101:1410,573.3,573.81,130.65,7.94,27.34,22.53,5.66,0.0
20231101:1510,398.03,381.88,108.73,5.17,18.81,22.51,5.72,0.0
20231101:1610,153.78,140.19,68.12,1.94,8.8,21.88,6.0,0.0
20231101:1710,0.0,0.0,0.0,0.0,0.0,20.76,5.59,0.0
20231101:1810,0.0,0.0,0.0,0.0,0.0,20.35,4.9,0.0
20231101:1910,0.0,0.0,0.0,0.0,0.0,20.08,4.21,0.0
20231101:2010,0.0,0.0,0.0,0.0,0.0,19.79,3.72,0.0
20231101:2110,0.0,0.0,0.0,0.0,0.0,19.47,3.59,0.0
20231101:2210,0.0,0.0,0.0,0.0,0.0,19.47,3.93,0.0
20231101:2310,0.0,0.0,0.0,0.0,0.0,19.28,4.21,0.0
20231102:0010,0.0,0.0,0.0,0.0,0.0,19.11,4.41,0.0
20231102:0110,0.0,0.0,0.0,0.0,0.0,18.88,4.55,0.0
20231102:0210,0.0,0.0,0.0,0.0,0.0,18.52,4.83,0.0
20231102:0310,0.0,0.0,0.0,0.0,0.0,18.48,4.9,0.0
20231102:0410,0.0,0.0,0.0,0.0,0.0,18.23,5.17,0.0
20231102:0510,0.0,0.0,0.0,0.0,0.0,18.02,5.52,0.0
20231102:0610,0.0,0.0,0.0,0.0,0.0,17.99,5.93,0.0
20231102:0710,62.89,45.82,49.14,1.09,6.7,18.1,5.93,0.0
20231102:0810,88.62,15.29,106.23,2.21,16.88,19.27,6.0,0.0
20231102:0910,565.88,564.59,119.19,7.54,25.7,20.49,6.97,0.0
20231102:1010,347.29,160.23,263.87,6.46,32.45,22.15,7.45,0.0
20231102:1110,740.93,754.94,152.07,10.63,36.32,22.65,8.83,0.0
20231102:1210,753.81,772.79,148.58,10.8,36.65,23.05,9.86,0.0
20231102:1310,591.13,495.88,226.0,8.86,33.38,24.35,9.66,0.0
20231102:1410,497.63,425.14,183.82,7.2,27.07,25.07,9.38,0.0
20231102:1510,274.67,192.96,150.25,4.21,18.56,24.78,9.38,0.0
20231102:1610,77.54,50.32,63.62,1.43,8.58,24.42,8.83,0.0
20231102:1710,0.0,0.0,0.0,0.0,0.0,24.02,8.07,0.0
20231102:1810,0.0,0.0,0.0,0.0,0.0,22.67,8.48,0.0
20231102:1910,0.0,0.0,0.0,0.0,0.0,21.05,8.83,0.0
20231102:2010,0.0,0.0,0.0,0.0,0.0,19.59,8.62,0.0
20231102:2110,0.0,0.0,0.0,0.0,0.0,18.29,8.97,0.0
20231102:2210,0.0,0.0,0.0,0.0,0.0,17.83,8.76,0.0
20231102:2310,0.0,0.0,0.0,0.0,0.0,17.48,8.9,0.0
20231103:0010,0.0,0.0,0.0,0.0,0.0,16.93,9.24,0.0
20231103:0110,0.0,0.0,0.0,0.0,0.0,16.45,8.28,0.0
20231103:0210,0.0,0.0,0.0,0.0,0.0,16.01,7.45,0.0
20231103:0310,0.0,0.0,0.0,0.0,0.0,15.76,6.83,0.0
20231103:0410,0.0,0.0,0.0,0.0,0.0,15.64,6.97,0.0
20231103:0510,0.0,0.0,0.0,0.0,0.0,15.49,7.17,0.0
20231103:0610,0.0,0.0,0.0,0.0,0.0,15.36,7.38,0.0
20231103:0710,125.44,121.01,51.78,1.37,6.48,15.42,7.31,0.0
20231103:0810,373.2,342.35,104.94,4.54,16.64,16.22,6.9,0.0
20231103:0910,550.68,507.3,145.92,7.29,25.43,17.1,7.45,0.0
20231103:1010,558.45,426.71,242.0,8.36,32.16,18.16,6.62,0.0
20231103:1110,374.15,156.31,294.63,7.05,36.01,19.17,6.76,0.0
20231103:1210,169.66,7.96,207.5,4.2,36.34,19.84,7.59,0.0
20231103:1310,165.65,11.34,199.9,4.07,33.08,20.41,7.79,0.0
20231103:1410,104.56,1.69,139.31,2.79,26.81,21.09,7.86,0.0
20231103:1510,81.69,7.5,106.63,2.17,18.33,21.13,7.59,0.0
20231103:1610,28.7,5.15,44.49,0.9,8.37,20.63,6.9,0.0
20231103:1710,0.0,0.0,0.0,0.0,0.0,19.77,6.97,0.0
20231103:1810,0.0,0.0,0.0,0.0,0.0,19.0,6.69,0.0
20231103:1910,0.0,0.0,0.0,0.0,0.0,18.58,6.14,0.0
20231103:2010,0.0,0.0,0.0,0.0,0.0,18.22,5.79,0.0
20231103:2110,0.0,0.0,0.0,0.0,0.0,17.8,5.59,0.0
20231103:2210,0.0,0.0,0.0,0.0,0.0,17.48,5.31,0.0
20231103:2310,0.0,0.0,0.0,0.0,0.0,17.03,5.03,0.0
20231104:0010,0.0,0.0,0.0,0.0,0.0,16.67,5.03,0.0
20231104:0110,0.0,0.0,0.0,0.0,0.0,16.65,4.83,0.0
20231104:0210,0.0,0.0,0.0,0.0,0.0,16.47,4.69,0.0
20231104:0310,0.0,0.0,0.0,0.0,0.0,16.31,4.55,0.0
20231104:0410,0.0,0.0,0.0,0.0,0.0,16.21,4.55,0.0
20231104:0510,0.0,0.0,0.0,0.0,0.0,16.17,4.55,0.0
20231104:0610,0.0,0.0,0.0,0.0,0.0,16.03,4.55,0.0
20231104:0710,90.61,79.17,50.71,1.18,6.26,16.07,4.41,0.0
20231104:0810,352.33,322.94,105.08,4.34,16.4,17.28,4.62,0.0
20231104:0910,547.41,530.27,129.29,7.23,25.16,18.36,5.31,0.0
20231104:1010,673.59,680.12,142.01,9.37,31.87,19.72,5.66,0.0
20231104:1110,740.38,761.89,148.28,10.54,35.7,20.71,6.34,0.0
20231104:1210,504.56,323.47,289.8,8.36,36.03,21.35,6.55,0.0
20231104:1310,530.87,396.0,249.95,8.21,32.79,21.72,6.69,0.0
20231104:1410,569.88,562.71,131.9,7.69,26.55,21.93,6.62,0.0
20231104:1510,385.68,360.03,113.04,4.9,18.1,22.08,6.83,0.0
20231104:1610,142.92,129.05,65.85,1.75,8.16,21.73,6.55,0.0
20231104:1710,0.0,0.0,0.0,0.0,0.0,20.75,6.62,0.0
20231104:1810,0.0,0.0,0.0,0.0,0.0,20.2,6.55,0.0
20231104:1910,0.0,0.0,0.0,0.0,0.0,19.82,6.34,0.0
20231104:2010,0.0,0.0,0.0,0.0,0.0,19.59,6.41,0.0
20231104:2110,0.0,0.0,0.0,0.0,0.0,19.25,6.62,0.0
20231104:2210,0.0,0.0,0.0,0.0,0.0,19.24,6.14,0.0
20231104:2310,0.0,0.0,0.0,0.0,0.0,18.97,5.31,0.0
20231105:0010,0.0,0.0,0.0,0.0,0.0,19.2,4.21,0.0
20231105:0110,0.0,0.0,0.0,0.0,0.0,19.28,4.83,0.0
20231105:0210,0.0,0.0,0.0,0.0,0.0,18.8,6.14,0.0
20231105:0310,0.0,0.0,0.0,0.0,0.0,17.84,6.34,0.0
20231105:0410,0.0,0.0,0.0,0.0,0.0,16.95,6.07,0.0
20231105:0510,0.0,0.0,0.0,0.0,0.0,16.57,5.59,0.0
20231105:0610,0.0,0.0,0.0,0.0,0.0,16.0,4.97,0.0
20231105:0710,102.21,94.34,50.27,1.19,6.04,15.71,4.21,0.0
20231105:0810,362.9,336.72,104.56,4.39,16.16,16.79,3.86,0.0
20231105:0910,556.67,539.64,130.74,7.29,24.9,17.83,5.1,0.0
20231105:1010,688.13,697.56,142.38,9.49,31.58,19.0,5.38,0.0
20231105:1110,717.72,701.65,183.04,10.33,35.39,19.79,5.17,0.0
20231105:1210,733.28,737.49,170.19,10.54,35.72,20.41,5.24,0.0
20231105:1310,698.4,719.71,142.29,9.78,32.51,20.84,5.31,0.0
20231105:1410,576.0,571.97,133.27,7.74,26.29,20.91,5.03,0.0
20231105:1510,349.95,296.8,133.44,4.63,17.87,20.63,4.69,0.0
20231105:1610,149.65,137.46,65.26,1.75,7.96,20.15,4.14,0.0
20231105:1710,0.0,0.0,0.0,0.0,0.0,18.92,3.31,0.0
20231105:1810,0.0,0.0,0.0,0.0,0.0,17.99,3.31,0.0
20231105:1910,0.0,0.0,0.0,0.0,0.0,17.5,2.9,0.0
20231105:2010,0.0,0.0,0.0,0.0,0.0,17.24,2.55,0.0
20231105:2110,0.0,0.0,0.0,0.0,0.0,17.2,2.41,0.0
20231105:2210,0.0,0.0,0.0,0.0,0.0,16.39,2.76,0.0
20231105:2310,0.0,0.0,0.0,0.0,0.0,16.13,3.03,0.0
20231106:0010,0.0,0.0,0.0,0.0,0.0,15.88,2.83,0.0
20231106:0110,0.0,0.0,0.0,0.0,0.0,15.64,2.69,0.0
20231106:0210,0.0,0.0,0.0,0.0,0.0,15.47,2.48,0.0
20231106:0310,0.0,0.0,0.0,0.0,0.0,15.32,2.21,0.0
20231106:0410,0.0,0.0,0.0,0.0,0.0,14.85,2.34,0.0
20231106:0510,0.0,0.0,0.0,0.0,0.0,14.72,2.62,0.0
20231106:0610,0.0,0.0,0.0,0.0,0.0,14.56,2.9,0.0
20231106:0710,33.45,19.51,36.54,0.76,5.82,14.49,3.03,0.0
20231106:0810,150.53,66.15,125.04,2.82,15.92,15.36,3.1,0.0
20231106:0910,437.26,331.58,195.22,6.29,24.63,16.51,3.31,0.0
20231106:1010,599.14,516.05,213.14,8.63,31.29,17.72,4.0,0.0
20231106:1110,682.16,627.72,213.36,9.95,35.09,18.48,4.0,0.0
20231106:1210,660.7,582.89,234.07,9.82,35.42,19.04,3.79,0.0
20231106:1310,647.27,611.87,189.53,9.28,32.23,19.39,3.59,0.0
20231106:1410,565.34,553.63,140.95,7.61,26.04,19.58,3.59,0.0
20231106:1510,393.23,369.57,112.73,4.88,17.65,19.32,3.66,0.0
20231106:1610,147.34,135.18,64.23,1.7,7.76,19.25,3.52,0.0
20231106:1710,0.0,0.0,0.0,0.0,0.0,18.4,3.03,0.0
20231106:1810,0.0,0.0,0.0,0.0,0.0,17.74,3.24,0.0
20231106:1910,0.0,0.0,0.0,0.0,0.0,17.27,3.24,0.0
20231106:2010,0.0,0.0,0.0,0.0,0.0,16.7,3.03,0.0
20231106:2110,0.0,0.0,0.0,0.0,0.0,16.0,2.76,0.0
20231106:2210,0.0,0.0,0.0,0.0,0.0,15.4,3.03,0.0
20231106:2310,0.0,0.0,0.0,0.0,0.0,14.97,3.38,0.0
20231107:0010,0.0,0.0,0.0,0.0,0.0,14.54,3.72,0.0
20231107:0110,0.0,0.0,0.0,0.0,0.0,13.98,3.79,0.0
20231107:0210,0.0,0.0,0.0,0.0,0.0,13.5,3.79,0.0
20231107:0310,0.0,0.0,0.0,0.0,0.0,13.21,3.79,0.0
20231107:0410,0.0,0.0,0.0,0.0,0.0,13.04,3.59,0.0
20231107:0510,0.0,0.0,0.0,0.0,0.0,12.71,3.45,0.0
20231107:0610,0.0,0.0,0.0,0.0,0.0,12.51,3.45,0.0
20231107:0710,104.21,104.31,41.86,1.14,5.61,12.3,3.31,0.0
20231107:0810,366.08,334.78,106.04,4.3,15.68,13.81,3.1,0.0
20231107:0910,544.1,518.06,140.31,7.11,24.37,15.32,2.76,0.0
20231107:1010,672.77,697.91,143.76,9.4,31.0,16.8,1.93,0.0
20231107:1110,732.19,802.47,141.27,10.71,34.79,17.65,1.24,0.0
20231107:1210,728.95,774.95,157.43,10.65,35.13,17.94,1.66,0.0
20231107:1310,689.12,718.37,146.31,9.71,31.95,18.03,2.34,0.0
20231107:1410,588.56,595.96,127.86,7.79,25.79,18.17,2.97,0.0
20231107:1510,402.61,381.25,110.38,4.9,17.43,18.02,3.38,0.0
20231107:1610,148.32,135.55,63.64,1.66,7.57,17.73,4.0,0.0
20231107:1710,0.0,0.0,0.0,0.0,0.0,16.5,4.55,0.0
20231107:1810,0.0,0.0,0.0,0.0,0.0,15.67,4.28,0.0
20231107:1910,0.0,0.0,0.0,0.0,0.0,15.14,3.93,0.0
20231107:2010,0.0,0.0,0.0,0.0,0.0,14.81,3.52,0.0
20231107:2110,0.0,0.0,0.0,0.0,0.0,14.75,3.03,0.0
20231107:2210,0.0,0.0,0.0,0.0,0.0,14.17,2.69,0.0
20231107:2310,0.0,0.0,0.0,0.0,0.0,13.81,2.62,0.0
20231108:0010,0.0,0.0,0.0,0.0,0.0,13.39,2.34,0.0
20231108:0110,0.0,0.0,0.0,0.0,0.0,12.97,2.21,0.0
20231108:0210,0.0,0.0,0.0,0.0,0.0,12.73,2.48,0.0
20231108:0310,0.0,0.0,0.0,0.0,0.0,12.49,2.48,0.0
20231108:0410,0.0,0.0,0.0,0.0,0.0,12.28,2.55,0.0
20231108:0510,0.0,0.0,0.0,0.0,0.0,12.12,2.48,0.0
20231108:0610,0.0,0.0,0.0,0.0,0.0,11.98,2.69,0.0
20231108:0710,104.33,108.09,38.51,1.09,5.39,11.8,2.76,0.0
20231108:0810,246.6,170.46,129.26,3.45,15.45,12.98,2.55,0.0
20231108:0910,502.36,449.05,157.77,6.67,24.11,14.61,2.21,0.0
20231108:1010,408.82,236.87,258.38,6.84,30.72,16.28,2.28,0.0
20231108:1110,560.2,421.5,267.87,8.72,34.5,17.17,2.28,0.0
20231108:1210,453.03,261.91,290.56,7.74,34.84,17.71,2.62,0.0
20231108:1310,69.9,0.0,99.08,1.97,31.68,17.77,3.17,0.0
20231108:1410,37.58,0.0,60.0,1.19,25.55,17.76,3.79,0.0
20231108:1510,270.5,187.66,143.66,3.91,17.22,17.6,4.07,0.0
20231108:1610,69.35,46.25,54.97,1.19,7.38,17.26,4.55,0.0
20231108:1710,0.0,0.0,0.0,0.0,0.0,16.36,4.83,0.0
20231108:1810,0.0,0.0,0.0,0.0,0.0,15.71,5.03,0.0
20231108:1910,0.0,0.0,0.0,0.0,0.0,15.19,4.76,0.0
20231108:2010,0.0,0.0,0.0,0.0,0.0,14.81,4.41,0.0
20231108:2110,0.0,0.0,0.0,0.0,0.0,14.41,3.79,0.0
20231108:2210,0.0,0.0,0.0,0.0,0.0,13.93,3.17,0.0
20231108:2310,0.0,0.0,0.0,0.0,0.0,14.01,3.03,0.0
20231109:0010,0.0,0.0,0.0,0.0,0.0,13.67,3.1,0.0
20231109:0110,0.0,0.0,0.0,0.0,0.0,13.28,2.9,0.0
20231109:0210,0.0,0.0,0.0,0.0,0.0,12.98,2.41,0.0
20231109:0310,0.0,0.0,0.0,0.0,0.0,12.56,2.34,0.0
20231109:0410,0.0,0.0,0.0,0.0,0.0,12.51,2.69,0.0
20231109:0510,0.0,0.0,0.0,0.0,0.0,12.66,2.76,0.0
20231109:0610,0.0,0.0,0.0,0.0,0.0,12.9,2.62,0.0
20231109:0710,3.44,0.0,12.73,0.25,5.17,13.08,2.9,0.0
20231109:0810,359.83,334.73,98.96,4.12,15.21,14.11,3.31,0.0
20231109:0910,522.63,488.48,140.59,6.75,23.85,15.84,3.45,0.0
20231109:1010,651.49,654.15,149.17,8.93,30.44,18.0,3.24,0.0
20231109:1110,685.48,666.23,187.21,9.82,34.21,19.26,3.45,0.0
20231109:1210,508.35,339.03,282.04,8.21,34.55,20.06,4.34,0.0
20231109:1310,418.69,248.44,262.79,7.02,31.42,20.71,4.48,0.0
20231109:1410,499.54,436.57,175.01,6.87,25.32,20.98,4.48,0.0
20231109:1510,374.71,349.26,112.77,4.59,17.01,20.9,4.21,0.0
20231109:1610,41.96,20.72,46.87,0.98,7.2,20.59,3.31,0.0
20231109:1710,0.0,0.0,0.0,0.0,0.0,19.2,2.83,0.0
20231109:1810,0.0,0.0,0.0,0.0,0.0,18.36,3.03,0.0
20231109:1910,0.0,0.0,0.0,0.0,0.0,17.72,3.17,0.0
20231109:2010,0.0,0.0,0.0,0.0,0.0,17.31,3.17,0.0
20231109:2110,0.0,0.0,0.0,0.0,0.0,16.87,3.1,0.0
20231109:2210,0.0,0.0,0.0,0.0,0.0,16.43,2.9,0.0
20231109:2310,0.0,0.0,0.0,0.0,0.0,16.03,3.52,0.0
20231110:0010,0.0,0.0,0.0,0.0,0.0,15.86,3.59,0.0
20231110:0110,0.0,0.0,0.0,0.0,0.0,15.63,3.52,0.0
20231110:0210,0.0,0.0,0.0,0.0,0.0,15.49,3.45,0.0
20231110:0310,0.0,0.0,0.0,0.0,0.0,15.36,3.45,0.0
20231110:0410,0.0,0.0,0.0,0.0,0.0,15.51,2.97,0.0
20231110:0510,0.0,0.0,0.0,0.0,0.0,15.82,3.03,0.0
20231110:0610,0.0,0.0,0.0,0.0,0.0,16.03,3.72,0.0
20231110:0710,7.8,0.0,20.0,0.4,4.96,16.02,4.07,0.0
20231110:0810,318.79,277.84,110.15,3.82,14.98,16.77,4.48,0.0
20231110:0910,520.41,485.05,139.64,6.66,23.6,17.5,5.1,0.0
20231110:1010,654.13,659.86,144.65,8.88,30.17,18.56,3.79,0.0
20231110:1110,725.27,752.78,147.33,10.11,33.92,19.5,4.28,0.0
20231110:1210,714.14,723.08,164.34,10.06,34.27,20.19,4.41,0.0
20231110:1310,671.41,682.11,147.26,9.21,31.16,20.79,4.83,0.0
20231110:1410,559.41,553.56,130.98,7.29,25.09,21.01,5.03,0.0
20231110:1510,372.7,344.76,112.98,4.52,16.81,20.78,5.03,0.0
20231110:1610,123.51,112.11,58.79,1.43,7.03,20.52,4.69,0.0
20231110:1710,0.0,0.0,0.0,0.0,0.0,19.73,4.34,0.0
20231110:1810,0.0,0.0,0.0,0.0,0.0,19.22,4.14,0.0
20231110:1910,0.0,0.0,0.0,0.0,0.0,18.63,4.28,0.0
20231110:2010,0.0,0.0,0.0,0.0,0.0,18.01,4.07,0.0
20231110:2110,0.0,0.0,0.0,0.0,0.0,17.37,3.86,0.0
20231110:2210,0.0,0.0,0.0,0.0,0.0,17.22,2.21,0.0
20231110:2310,0.0,0.0,0.0,0.0,0.0,17.29,2.97,0.0
20231111:0010,0.0,0.0,0.0,0.0,0.0,17.27,2.97,0.0
20231111:0110,0.0,0.0,0.0,0.0,0.0,17.06,3.1,0.0
20231111:0210,0.0,0.0,0.0,0.0,0.0,16.9,3.38,0.0
20231111:0310,0.0,0.0,0.0,0.0,0.0,16.53,3.45,0.0
20231111:0410,0.0,0.0,0.0,0.0,0.0,16.33,3.79,0.0
20231111:0510,0.0,0.0,0.0,0.0,0.0,16.27,4.34,0.0
20231111:0610,0.0,0.0,0.0,0.0,0.0,16.34,4.69,0.0
20231111:0710,65.07,66.51,32.97,0.81,4.75,16.6,4.97,0.0
20231111:0810,305.53,264.25,109.14,3.67,14.74,18.05,5.52,0.0
20231111:0910,476.54,417.7,156.68,6.26,23.35,19.54,6.07,0.0
20231111:1010,644.32,641.64,145.43,8.66,29.9,21.28,6.41,0.0
20231111:1110,713.33,733.53,148.16,9.87,33.64,22.35,6.41,0.0
20231111:1210,700.76,705.3,163.74,9.82,34.0,22.99,6.28,0.0
20231111:1310,644.72,640.18,157.4,8.88,30.9,23.46,6.21,0.0
20231111:1410,491.79,437.33,167.29,6.69,24.86,23.56,6.0,0.0
20231111:1510,266.74,197.55,136.34,3.78,16.62,23.22,5.86,0.0
20231111:1610,63.96,46.53,50.39,1.09,6.86,22.63,5.38,0.0
20231111:1710,0.0,0.0,0.0,0.0,0.0,21.57,5.59,0.0
20231111:1810,0.0,0.0,0.0,0.0,0.0,21.03,6.07,0.0
20231111:1910,0.0,0.0,0.0,0.0,0.0,20.54,6.28,0.0
20231111:2010,0.0,0.0,0.0,0.0,0.0,20.09,6.34,0.0
20231111:2110,0.0,0.0,0.0,0.0,0.0,19.53,6.41,0.0
20231111:2210,0.0,0.0,0.0,0.0,0.0,19.46,6.07,0.0
20231111:2310,0.0,0.0,0.0,0.0,0.0,19.24,6.48,0.0
20231112:0010,0.0,0.0,0.0,0.0,0.0,19.23,7.1,0.0
20231112:0110,0.0,0.0,0.0,0.0,0.0,19.25,7.59,0.0
20231112:0210,0.0,0.0,0.0,0.0,0.0,19.11,7.59,0.0
20231112:0310,0.0,0.0,0.0,0.0,0.0,19.08,7.38,0.0
20231112:0410,0.0,0.0,0.0,0.0,0.0,18.86,7.03,0.0
20231112:0510,0.0,0.0,0.0,0.0,0.0,18.82,6.69,0.0
20231112:0610,0.0,0.0,0.0,0.0,0.0,18.69,6.41,0.0
20231112:0710,15.13,8.16,23.56,0.49,4.53,18.5,6.07,0.0
20231112:0810,329.37,302.08,102.12,3.8,14.51,19.19,5.31,0.0
20231112:0910,503.16,463.22,146.02,6.46,23.09,19.71,5.45,0.0
20231112:1010,625.44,609.38,164.46,8.55,29.63,20.94,4.21,0.0
20231112:1110,726.41,769.32,141.05,10.09,33.36,21.67,4.48,0.0
20231112:1210,704.49,720.73,164.08,9.93,33.73,22.4,4.41,0.0
20231112:1310,666.63,698.47,139.67,9.17,30.66,22.56,3.86,0.0
20231112:1410,547.95,552.23,130.72,7.18,24.64,22.91,3.72,0.0
20231112:1510,360.05,337.34,112.1,4.38,16.43,22.83,3.72,0.0
20231112:1610,116.81,107.96,56.5,1.34,6.69,22.47,3.45,0.0
20231112:1710,0.0,0.0,0.0,0.0,0.0,21.4,3.1,0.0
20231112:1810,0.0,0.0,0.0,0.0,0.0,20.64,2.97,0.0
20231112:1910,0.0,0.0,0.0,0.0,0.0,20.12,2.97,0.0
20231112:2010,0.0,0.0,0.0,0.0,0.0,19.6,2.9,0.0
20231112:2110,0.0,0.0,0.0,0.0,0.0,19.03,2.83,0.0
20231112:2210,0.0,0.0,0.0,0.0,0.0,18.24,2.55,0.0
20231112:2310,0.0,0.0,0.0,0.0,0.0,18.0,2.83,0.0
20231113:0010,0.0,0.0,0.0,0.0,0.0,17.77,2.9,0.0
20231113:0110,0.0,0.0,0.0,0.0,0.0,17.32,2.9,0.0
20231113:0210,0.0,0.0,0.0,0.0,0.0,16.81,2.97,0.0
20231113:0310,0.0,0.0,0.0,0.0,0.0,16.4,3.1,0.0
20231113:0410,0.0,0.0,0.0,0.0,0.0,16.35,3.45,0.0
20231113:0510,0.0,0.0,0.0,0.0,0.0,16.21,3.59,0.0
20231113:0610,0.0,0.0,0.0,0.0,0.0,16.2,3.66,0.0
20231113:0710,53.72,55.37,29.59,0.71,4.32,16.26,3.86,0.0
20231113:0810,331.89,305.89,100.51,3.76,14.28,17.66,4.0,0.0
20231113:0910,509.83,481.64,138.81,6.47,22.85,18.75,3.86,0.0
